country_name,city_name,aqi_value,aqi_category,dominant_pollutant,predicted_aqi,error,risk_level
India,Kurduvadi,157,Unhealthy,PM2.5,157.0,0.0,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Harpenden,30,Good,OZONE,30.0,0.0,Good
United States of America,Suffern,50,Good,PM2.5,50.0,0.0,Good
Myanmar,Rangoon,38,Good,PM2.5,38.0,0.0,Good
Russian Federation,Rossosh,43,Good,PM2.5,43.0,0.0,Good
Spain,Almonte,41,Good,OZONE,41.0,0.0,Good
Peru,Huacho,38,Good,PM2.5,38.0,0.0,Good
India,Bewar,197,Unhealthy,PM2.5,197.5,0.5,Unhealthy
United States of America,Goose Creek,72,Moderate,PM2.5,72.0,0.0,Moderate
United Republic of Tanzania,Bungu,26,Good,PM2.5,26.0,0.0,Good
Colombia,San Juan Del Cesar,52,Moderate,PM2.5,52.0,0.0,Moderate
India,Jagadhri,500,Hazardous,PM2.5,499.8,0.2,Hazardous
Italy,Cisternino,48,Good,OZONE,48.0,0.0,Good
Thailand,Narathiwat,84,Moderate,PM2.5,84.0,0.0,Moderate
Russian Federation,Gudermes,60,Moderate,PM2.5,60.0,0.0,Moderate
Brazil,Botelhos,47,Good,PM2.5,47.0,0.0,Good
,Nanao,39,Good,OZONE,39.0,0.0,Good
Honduras,Guaimaca,37,Good,PM2.5,37.0,0.0,Good
Mexico,San Francisco Del Rincon,45,Good,PM2.5,45.0,0.0,Good
Germany,Herdecke,60,Moderate,PM2.5,60.0,0.0,Moderate
Jamaica,Montego Bay,106,Unhealthy for Sensitive Groups,PM2.5,106.0,0.0,Unhealthy (Sensitive)
Nigeria,Jega,46,Good,PM2.5,46.1,0.1,Good
Poland,Zlotoryja,72,Moderate,PM2.5,72.0,0.0,Moderate
United States of America,Tysons Corner,55,Moderate,PM2.5,55.0,0.0,Moderate
Serbia,Gnjilane,63,Moderate,PM2.5,63.0,0.0,Moderate
Russian Federation,Shalushka,49,Good,PM2.5,49.0,0.0,Good
Brazil,Timoteo,31,Good,PM2.5,31.0,0.0,Good
Italy,Cossato,69,Moderate,PM2.5,69.0,0.0,Moderate
United States of America,Salem,29,Good,PM2.5,29.0,0.0,Good
Mozambique,Quelimane,24,Good,OZONE,24.0,0.0,Good
France,La Queue En Brie,58,Moderate,PM2.5,58.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Wrexham,66,Moderate,PM2.5,66.0,0.0,Moderate
India,Siwani,500,Hazardous,PM2.5,500.0,0.0,Hazardous
Russian Federation,Istra,47,Good,PM2.5,47.0,0.0,Good
Venezuela (Bolivarian Republic of),San Mateo,58,Moderate,PM2.5,58.0,0.0,Moderate
Brazil,Carira,21,Good,OZONE,21.0,0.0,Good
United States of America,Calumet City,79,Moderate,PM2.5,79.0,0.0,Moderate
Finland,Heinola,33,Good,OZONE,33.0,0.0,Good
Brazil,Santa Quiteria,41,Good,PM2.5,41.0,0.0,Good
Philippines,Binangonan,52,Moderate,PM2.5,52.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,East Kilbride,38,Good,OZONE,38.0,0.0,Good
China,Luchou,61,Moderate,PM2.5,61.0,0.0,Moderate
United States of America,Cypress,109,Unhealthy for Sensitive Groups,PM2.5,108.8,0.2,Unhealthy (Sensitive)
United Kingdom of Great Britain and Northern Ireland,Newtownards,28,Good,OZONE,28.0,0.0,Good
Germany,Zeitz,53,Moderate,PM2.5,53.0,0.0,Moderate
Canada,Yorkton,25,Good,PM2.5,25.0,0.0,Good
Brazil,Aracatuba,31,Good,PM2.5,31.0,0.0,Good
Philippines,Bislig,31,Good,PM2.5,31.0,0.0,Good
United States of America,West Chicago,51,Moderate,PM2.5,51.0,0.0,Moderate
China,Shima,155,Unhealthy,OZONE,155.0,0.0,Unhealthy
Mexico,Cueramaro,50,Good,PM2.5,50.0,0.0,Good
Italy,Albignasego,47,Good,PM2.5,47.0,0.0,Good
Bosnia and Herzegovina,Stijena,50,Good,PM2.5,50.0,0.0,Good
China,Taipao,201,Very Unhealthy,OZONE,201.1,0.1,Very Unhealthy
Germany,Steinheim,50,Good,PM2.5,50.0,0.0,Good
United States of America,Collinsville,98,Moderate,PM2.5,98.0,0.0,Moderate
France,Hautmont,58,Moderate,PM2.5,58.0,0.0,Moderate
Iran (Islamic Republic of),Amol,53,Moderate,PM2.5,53.0,0.0,Moderate
United States of America,Janesville,61,Moderate,PM2.5,61.0,0.0,Moderate
Colombia,Luruaco,139,Unhealthy for Sensitive Groups,PM2.5,139.1,0.1,Unhealthy (Sensitive)
Canada,Edmundston,75,Moderate,PM2.5,75.0,0.0,Moderate
Italy,Opera,66,Moderate,PM2.5,66.0,0.0,Moderate
India,Neral,125,Unhealthy for Sensitive Groups,PM2.5,125.0,0.0,Unhealthy (Sensitive)
Greece,Iraklion,52,Moderate,PM2.5,52.0,0.0,Moderate
France,Clamart,31,Good,PM2.5,31.0,0.0,Good
Indonesia,Kebumen,61,Moderate,PM2.5,61.0,0.0,Moderate
Philippines,Santa Ana,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
India,Diphu,48,Good,PM2.5,48.0,0.0,Good
United States of America,Sauk Rapids,45,Good,PM2.5,45.0,0.0,Good
India,Kakori,435,Hazardous,PM2.5,432.1,2.9,Hazardous
Italy,San Dona Di Piave,87,Moderate,PM2.5,87.0,0.0,Moderate
India,Unhel,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
Afghanistan,Panjab,83,Moderate,PM2.5,83.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,South Shields,43,Good,PM2.5,43.0,0.0,Good
United States of America,King Of Prussia,54,Moderate,PM2.5,54.0,0.0,Moderate
United States of America,Fort Stewart,132,Unhealthy for Sensitive Groups,PM2.5,132.0,0.0,Unhealthy (Sensitive)
France,Barentin,41,Good,PM2.5,41.0,0.0,Good
Russian Federation,Kurchatov,54,Moderate,PM2.5,54.0,0.0,Moderate
Pakistan,Larkana,159,Unhealthy,PM2.5,159.0,0.0,Unhealthy
Indonesia,Tanggulangin,165,Unhealthy,PM2.5,165.0,0.0,Unhealthy
El Salvador,Puerto El Triunfo,110,Unhealthy for Sensitive Groups,PM2.5,110.0,0.0,Unhealthy (Sensitive)
India,Daurala,160,Unhealthy,PM2.5,160.0,0.0,Unhealthy
United States of America,Lacey,30,Good,OZONE,30.0,0.0,Good
United States of America,Tallahassee,55,Moderate,PM2.5,55.0,0.0,Moderate
Japan,Minakuchi,43,Good,OZONE,43.0,0.0,Good
Lao People's Democratic Republic,Vientiane,45,Good,PM2.5,45.0,0.0,Good
China,Shaping,207,Very Unhealthy,OZONE,206.7,0.3,Very Unhealthy
Netherlands,Goes,30,Good,OZONE,30.0,0.0,Good
Ethiopia,Aksum,74,Moderate,PM2.5,74.0,0.0,Moderate
China,Ningbo,205,Very Unhealthy,OZONE,205.0,0.0,Very Unhealthy
France,Bergerac,42,Good,PM2.5,42.0,0.0,Good
Switzerland,Sierre,53,Moderate,PM2.5,53.0,0.0,Moderate
Japan,Daito,31,Good,OZONE,31.0,0.0,Good
Cuba,Guanajay,72,Moderate,PM2.5,72.0,0.0,Moderate
Serbia,Backa Palanka,70,Moderate,PM2.5,70.0,0.0,Moderate
Russian Federation,Pushchino,36,Good,PM2.5,36.0,0.0,Good
Mali,Kangaba,42,Good,PM2.5,42.0,0.0,Good
Spain,Ceuta,44,Good,PM2.5,44.0,0.0,Good
Austria,Burghausen,67,Moderate,PM2.5,67.0,0.0,Moderate
Netherlands,Werkendam,38,Good,OZONE,38.0,0.0,Good
Brazil,Pinheiro,31,Good,PM2.5,31.0,0.0,Good
United States of America,Boardman,55,Moderate,PM2.5,55.0,0.0,Moderate
Nigeria,Ibadan,79,Moderate,PM2.5,79.0,0.0,Moderate
United States of America,Forest Acres,64,Moderate,PM2.5,64.0,0.0,Moderate
Thailand,Nakhon Luang,48,Good,PM2.5,48.0,0.0,Good
Russian Federation,Kalinino,50,Good,PM2.5,50.0,0.0,Good
India,Athni,121,Unhealthy for Sensitive Groups,PM2.5,121.0,0.0,Unhealthy (Sensitive)
Mexico,Calimaya,70,Moderate,PM2.5,70.0,0.0,Moderate
Brazil,Itau De Minas,54,Moderate,PM2.5,54.0,0.0,Moderate
India,Sitamarhi,141,Unhealthy for Sensitive Groups,PM2.5,140.9,0.1,Unhealthy (Sensitive)
Indonesia,Binjai,92,Moderate,PM2.5,92.0,0.0,Moderate
France,Tarare,24,Good,OZONE,24.0,0.0,Good
Ukraine,Horodnya,61,Moderate,PM2.5,61.0,0.0,Moderate
Paraguay,Presidente Franco,27,Good,PM2.5,27.0,0.0,Good
Ecuador,Samborondon,57,Moderate,PM2.5,57.0,0.0,Moderate
Brazil,Jaragua,55,Moderate,PM2.5,55.0,0.0,Moderate
Brazil,Sao Goncalo Dos Campos,68,Moderate,PM2.5,68.0,0.0,Moderate
Armenia,Artashat,56,Moderate,PM2.5,56.0,0.0,Moderate
India,Chakradharpur,167,Unhealthy,PM2.5,167.0,0.0,Unhealthy
United States of America,Banning,47,Good,PM2.5,47.0,0.0,Good
Brazil,Novo Oriente,20,Good,OZONE,20.0,0.0,Good
Brazil,Caxambu,49,Good,PM2.5,49.0,0.0,Good
Afghanistan,Aybak,74,Moderate,PM2.5,74.0,0.0,Moderate
Yemen,Bajil,148,Unhealthy for Sensitive Groups,PM2.5,148.0,0.0,Unhealthy (Sensitive)
Japan,Takasaki,67,Moderate,PM2.5,67.0,0.0,Moderate
Brazil,Rio Negrinho,41,Good,PM2.5,41.0,0.0,Good
Uruguay,Rivera,13,Good,OZONE,13.2,0.2,Good
Thailand,Prachuap Khiri Khan,28,Good,PM2.5,28.0,0.0,Good
India,Raghogarh,156,Unhealthy,PM2.5,156.0,0.0,Unhealthy
India,Faizpur,101,Unhealthy for Sensitive Groups,PM2.5,101.0,0.0,Unhealthy (Sensitive)
India,Nagod,165,Unhealthy,PM2.5,165.0,0.0,Unhealthy
Venezuela (Bolivarian Republic of),Chivacoa,53,Moderate,PM2.5,53.0,0.0,Moderate
Hungary,Dunaujvaros,52,Moderate,PM2.5,52.0,0.0,Moderate
Russian Federation,Metallostroy,29,Good,OZONE,29.0,0.0,Good
Cuba,Yara,77,Moderate,PM2.5,77.0,0.0,Moderate
Brazil,Itambacuri,29,Good,PM2.5,29.0,0.0,Good
Brazil,Goianinha,23,Good,OZONE,23.0,0.0,Good
India,Nabagram,158,Unhealthy,PM2.5,158.0,0.0,Unhealthy
Germany,Elsdorf,33,Good,PM2.5,33.0,0.0,Good
Turkey,Niksar,42,Good,OZONE,42.0,0.0,Good
Italy,Rocca Priora,47,Good,OZONE,47.0,0.0,Good
Portugal,Ourem,30,Good,OZONE,30.0,0.0,Good
South Africa,Senekal,35,Good,PM2.5,35.0,0.0,Good
Italy,Campagna,49,Good,PM2.5,49.0,0.0,Good
Dominican Republic,Villa Altagracia,114,Unhealthy for Sensitive Groups,PM2.5,114.1,0.1,Unhealthy (Sensitive)
China,Tachi,170,Unhealthy,OZONE,170.0,0.0,Unhealthy
Germany,Ochsenfurt,63,Moderate,PM2.5,63.0,0.0,Moderate
India,Bareli,500,Hazardous,PM2.5,499.8,0.2,Hazardous
Russian Federation,Tsimlyansk,38,Good,OZONE,38.0,0.0,Good
United States of America,San Dimas,116,Unhealthy for Sensitive Groups,PM2.5,116.1,0.1,Unhealthy (Sensitive)
Poland,Lobez,46,Good,PM2.5,46.0,0.0,Good
Poland,Tychy,104,Unhealthy for Sensitive Groups,PM2.5,104.0,0.0,Unhealthy (Sensitive)
Czechia,Hlinsko,65,Moderate,PM2.5,65.0,0.0,Moderate
United States of America,Wolf Trap,53,Moderate,PM2.5,53.0,0.0,Moderate
Angola,Cabinda,49,Good,OZONE,49.0,0.0,Good
India,Sangareddi,78,Moderate,PM2.5,78.0,0.0,Moderate
Romania,Medgidia,42,Good,OZONE,42.0,0.0,Good
Brazil,Julio De Castilhos,19,Good,OZONE,19.0,0.0,Good
China,Xiantao,133,Unhealthy for Sensitive Groups,OZONE,131.8,1.2,Unhealthy (Sensitive)
Kazakhstan,Zachagansk,39,Good,OZONE,39.0,0.0,Good
Russian Federation,Narva,35,Good,OZONE,35.0,0.0,Good
Comoros,Fomboni,26,Good,OZONE,26.0,0.0,Good
Zambia,Kalomo,20,Good,OZONE,20.1,0.1,Good
Turkey,Catalca,38,Good,OZONE,38.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Royal Leamington Spa,36,Good,PM2.5,36.0,0.0,Good
United States of America,Bolingbrook,41,Good,PM2.5,41.0,0.0,Good
United States of America,Amarillo,64,Moderate,PM2.5,64.0,0.0,Moderate
Russian Federation,Kaa Khem,40,Good,OZONE,40.0,0.0,Good
Russian Federation,Cheboksary,60,Moderate,PM2.5,60.0,0.0,Moderate
India,Jhalrapatan,176,Unhealthy,PM2.5,176.0,0.0,Unhealthy
South Africa,Brandfort,76,Moderate,PM2.5,76.0,0.0,Moderate
Republic of Moldova,Taraclia,41,Good,OZONE,41.0,0.0,Good
China,Honghu,93,Moderate,PM2.5,93.0,0.0,Moderate
Sierra Leone,Yengema,54,Moderate,PM2.5,54.0,0.0,Moderate
Italy,Nonantola,57,Moderate,PM2.5,57.0,0.0,Moderate
United States of America,Brown Deer,51,Moderate,PM2.5,51.0,0.0,Moderate
Mexico,Nuevo Laredo,47,Good,PM2.5,47.0,0.0,Good
France,Evreux,29,Good,OZONE,29.0,0.0,Good
Spain,Martorell,36,Good,PM2.5,36.0,0.0,Good
Indonesia,Lamongan,167,Unhealthy,PM2.5,167.0,0.0,Unhealthy
India,Lanja,95,Moderate,PM2.5,95.1,0.1,Moderate
Japan,Moriya,52,Moderate,PM2.5,52.0,0.0,Moderate
Hungary,Nyirbator,65,Moderate,PM2.5,65.0,0.0,Moderate
Madagascar,Amboasary,25,Good,PM2.5,25.0,0.0,Good
Brazil,Lapa,18,Good,PM2.5,17.8,0.2,Good
United Kingdom of Great Britain and Northern Ireland,Southend On Sea,33,Good,OZONE,33.0,0.0,Good
Brazil,Saquarema,83,Moderate,PM2.5,83.0,0.0,Moderate
Pakistan,Sukkur,171,Unhealthy,PM2.5,171.0,0.0,Unhealthy
Malaysia,Kerteh,105,Unhealthy for Sensitive Groups,PM2.5,105.0,0.0,Unhealthy (Sensitive)
United States of America,Vero Beach,43,Good,PM2.5,43.0,0.0,Good
Brazil,Bage,13,Good,OZONE,13.1,0.1,Good
,Rovinj,54,Moderate,PM2.5,54.0,0.0,Moderate
France,Perpignan,40,Good,PM2.5,40.0,0.0,Good
France,Sete,47,Good,OZONE,47.0,0.0,Good
Indonesia,Kefamenanu,70,Moderate,PM2.5,70.0,0.0,Moderate
India,Purna,178,Unhealthy,PM2.5,178.0,0.0,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Dalkeith,59,Moderate,PM2.5,59.0,0.0,Moderate
Spain,Terrassa,47,Good,PM2.5,46.7,0.3,Good
Japan,Kozakai,37,Good,PM2.5,37.0,0.0,Good
Thailand,Nong Kung Si,57,Moderate,PM2.5,57.0,0.0,Moderate
Czechia,Nove Mesto Nad Metuji,29,Good,OZONE,29.0,0.0,Good
Japan,Fujioka,73,Moderate,PM2.5,73.0,0.0,Moderate
United States of America,Pewaukee,41,Good,PM2.5,41.0,0.0,Good
Brazil,Porto Franco,46,Good,PM2.5,46.0,0.0,Good
Brazil,Penedo,23,Good,OZONE,23.0,0.0,Good
Guatemala,Alotenango,88,Moderate,PM2.5,88.0,0.0,Moderate
India,Dindigul,39,Good,PM2.5,39.0,0.0,Good
United States of America,Hillside,64,Moderate,PM2.5,64.0,0.0,Moderate
Indonesia,Soreang,188,Unhealthy,PM2.5,188.0,0.0,Unhealthy
Portugal,Esmoriz,34,Good,OZONE,34.0,0.0,Good
Portugal,Ponte De Sor,27,Good,OZONE,27.0,0.0,Good
Sweden,Karlshamn,34,Good,OZONE,34.0,0.0,Good
India,Kishangarh,409,Hazardous,PM2.5,397.4,11.6,Hazardous
United States of America,Mechanicsville,37,Good,PM2.5,37.0,0.0,Good
,Futtsu,49,Good,PM2.5,49.0,0.0,Good
United States of America,South Sioux City,55,Moderate,PM2.5,55.0,0.0,Moderate
,Sakaiminato,44,Good,OZONE,44.0,0.0,Good
Germany,Uslar,32,Good,PM2.5,32.0,0.0,Good
Brazil,Ferraz De Vasconcelos,146,Unhealthy for Sensitive Groups,PM2.5,146.0,0.0,Unhealthy (Sensitive)
Russian Federation,Urus Martan,39,Good,PM2.5,39.0,0.0,Good
China,Miyang,26,Good,OZONE,26.0,0.0,Good
Germany,Stockelsdorf,43,Good,OZONE,43.0,0.0,Good
Russian Federation,Kez,52,Moderate,PM2.5,52.0,0.0,Moderate
Poland,Katowice,80,Moderate,PM2.5,80.0,0.0,Moderate
Bulgaria,Sandanski,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,Hackensack,117,Unhealthy for Sensitive Groups,PM2.5,117.1,0.1,Unhealthy (Sensitive)
India,Pirawa,197,Unhealthy,PM2.5,196.9,0.1,Unhealthy
Russian Federation,Zavitinsk,99,Moderate,PM2.5,99.0,0.0,Moderate
Ecuador,Atuntaqui,46,Good,PM2.5,46.0,0.0,Good
Germany,Grefrath,51,Moderate,PM2.5,51.0,0.0,Moderate
Russian Federation,Isilkul,50,Good,PM2.5,50.0,0.0,Good
Turkey,Bayburt,69,Moderate,PM2.5,69.0,0.0,Moderate
Indonesia,Sumbawa,25,Good,OZONE,25.0,0.0,Good
Costa Rica,Curridabat,59,Moderate,PM2.5,59.0,0.0,Moderate
India,Palakkad,65,Moderate,PM2.5,65.0,0.0,Moderate
Germany,Schotten,33,Good,PM2.5,33.0,0.0,Good
United States of America,Leander,46,Good,PM2.5,46.0,0.0,Good
United States of America,Rosemont,50,Good,PM2.5,50.0,0.0,Good
Tajikistan,Nau,120,Unhealthy for Sensitive Groups,PM2.5,120.0,0.0,Unhealthy (Sensitive)
Poland,Warka,33,Good,OZONE,33.0,0.0,Good
Chile,Angol,28,Good,PM2.5,28.0,0.0,Good
India,Valavanur,63,Moderate,PM2.5,63.0,0.0,Moderate
Portugal,Gafanha Da Nazare,35,Good,OZONE,35.0,0.0,Good
Spain,Santona,42,Good,OZONE,42.0,0.0,Good
India,Nanpara,177,Unhealthy,OZONE,177.1,0.1,Unhealthy
Finland,Tuusula,157,Unhealthy,PM2.5,157.0,0.0,Unhealthy
Canada,Rimouski,32,Good,PM2.5,32.0,0.0,Good
Russian Federation,Minyar,40,Good,OZONE,40.0,0.0,Good
Italy,Lucera,59,Moderate,OZONE,59.0,0.0,Moderate
United States of America,Mount Lebanon,88,Moderate,PM2.5,88.0,0.0,Moderate
Romania,Cugir,70,Moderate,PM2.5,70.0,0.0,Moderate
Russian Federation,Dokshukino,45,Good,PM2.5,45.0,0.0,Good
Poland,Limanowa,99,Moderate,PM2.5,99.0,0.0,Moderate
India,Machilipatnam,134,Unhealthy for Sensitive Groups,PM2.5,134.0,0.0,Unhealthy (Sensitive)
Brazil,Valinhos,89,Moderate,PM2.5,89.0,0.0,Moderate
Russian Federation,Yekaterinburg,40,Good,OZONE,40.0,0.0,Good
Germany,Losheim,57,Moderate,PM2.5,57.0,0.0,Moderate
India,Baberu,173,Unhealthy,OZONE,172.9,0.1,Unhealthy
Germany,Hamm,40,Good,PM2.5,40.0,0.0,Good
Brazil,Carazinho,19,Good,OZONE,19.0,0.0,Good
Philippines,Bigaa,53,Moderate,PM2.5,53.0,0.0,Moderate
United Kingdom of Great Britain and Northern Ireland,Stretford,33,Good,OZONE,33.0,0.0,Good
United States of America,Wilmington,42,Good,PM2.5,42.0,0.0,Good
Switzerland,Zofingen,98,Moderate,PM2.5,98.0,0.0,Moderate
Brazil,Caiaponia,22,Good,PM2.5,22.0,0.0,Good
United States of America,Port Saint John,91,Moderate,OZONE,91.0,0.0,Moderate
Spain,Armilla,27,Good,OZONE,26.9,0.1,Good
Brazil,Igrejinha,44,Good,PM2.5,44.0,0.0,Good
United States of America,Ridgefield,74,Moderate,PM2.5,74.0,0.0,Moderate
India,Hailakandi,89,Moderate,PM2.5,89.0,0.0,Moderate
United States of America,Hickory Hills,75,Moderate,PM2.5,75.0,0.0,Moderate
Argentina,Villeta,90,Moderate,PM2.5,90.0,0.0,Moderate
Uganda,Mubende,68,Moderate,PM2.5,68.0,0.0,Moderate
Slovakia,Holic,73,Moderate,PM2.5,73.0,0.0,Moderate
Philippines,Palo,55,Moderate,PM2.5,55.0,0.0,Moderate
Philippines,Cabanatuan,105,Unhealthy for Sensitive Groups,PM2.5,105.0,0.0,Unhealthy (Sensitive)
Romania,Beclean,68,Moderate,PM2.5,68.0,0.0,Moderate
Italy,Cornedo Vicentino,59,Moderate,PM2.5,59.0,0.0,Moderate
Russian Federation,Vichuga,52,Moderate,PM2.5,52.0,0.0,Moderate
India,Noamundi,129,Unhealthy for Sensitive Groups,PM2.5,129.0,0.0,Unhealthy (Sensitive)
Germany,Hennigsdorf,45,Good,OZONE,45.0,0.0,Good
Mexico,Uruapan,44,Good,PM2.5,44.0,0.0,Good
Côte d'Ivoire,Sassandra,28,Good,PM2.5,28.0,0.0,Good
Russian Federation,Vereshchagino,37,Good,PM2.5,37.0,0.0,Good
United States of America,Wayland,47,Good,PM2.5,47.0,0.0,Good
Italy,Este,94,Moderate,PM2.5,94.0,0.0,Moderate
India,Gandhidham,166,Unhealthy,PM2.5,166.0,0.0,Unhealthy
United States of America,Alsip,74,Moderate,PM2.5,74.0,0.0,Moderate
United States of America,Cranston,71,Moderate,PM2.5,71.0,0.0,Moderate
Ireland,Balbriggan,30,Good,OZONE,30.0,0.0,Good
India,Burla,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
,Bacoli,47,Good,OZONE,47.0,0.0,Good
Brazil,Joao Camara,29,Good,PM2.5,29.0,0.0,Good
Russian Federation,Boksitogorsk,29,Good,OZONE,29.0,0.0,Good
Nigeria,Oyan,75,Moderate,PM2.5,75.0,0.0,Moderate
New Zealand,North Shore,34,Good,PM2.5,34.0,0.0,Good
,Rhyl,36,Good,PM2.5,36.0,0.0,Good
Russian Federation,Yeniseysk,27,Good,OZONE,27.0,0.0,Good
India,Karauli,213,Very Unhealthy,PM2.5,213.9,0.9,Very Unhealthy
Italy,Salemi,57,Moderate,OZONE,57.0,0.0,Moderate
France,Chateau Gontier,47,Good,PM2.5,47.0,0.0,Good
United States of America,Greensboro,60,Moderate,PM2.5,60.0,0.0,Moderate
Myanmar,Thaton,54,Moderate,PM2.5,54.0,0.0,Moderate
Tajikistan,Konibodom,109,Unhealthy for Sensitive Groups,PM2.5,109.0,0.0,Unhealthy (Sensitive)
Belarus,Kobryn,38,Good,OZONE,38.0,0.0,Good
Colombia,Purificacion,50,Good,PM2.5,50.0,0.0,Good
Turkey,Ordu,32,Good,OZONE,32.0,0.0,Good
India,Jiran,156,Unhealthy,PM2.5,156.0,0.0,Unhealthy
Madagascar,Ambatolampy,21,Good,OZONE,21.2,0.2,Good
Germany,Neumunster,34,Good,OZONE,34.0,0.0,Good
Latvia,Ventspils,34,Good,OZONE,34.0,0.0,Good
Japan,Nagato,43,Good,OZONE,43.0,0.0,Good
China,Duyun,62,Moderate,PM2.5,62.0,0.0,Moderate
Germany,Melsungen,46,Good,PM2.5,46.0,0.0,Good
Guinea,Dabola,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Hanford,58,Moderate,PM2.5,58.0,0.0,Moderate
Germany,Limbach Oberfrohna,31,Good,PM2.5,31.0,0.0,Good
Germany,Kelkheim,52,Moderate,PM2.5,52.0,0.0,Moderate
China,Nantong,206,Very Unhealthy,OZONE,205.7,0.3,Very Unhealthy
Russian Federation,Luza,35,Good,OZONE,35.0,0.0,Good
United States of America,Beverly,48,Good,PM2.5,48.0,0.0,Good
Afghanistan,Farah,103,Unhealthy for Sensitive Groups,PM2.5,103.0,0.0,Unhealthy (Sensitive)
Italy,Misilmeri,59,Moderate,PM2.5,59.0,0.0,Moderate
India,Khagaria,193,Unhealthy,PM2.5,193.3,0.3,Unhealthy
Mexico,Progreso,60,Moderate,PM2.5,60.0,0.0,Moderate
Russian Federation,Sosnovka,39,Good,PM2.5,39.0,0.0,Good
Bangladesh,Badarganj,97,Moderate,PM2.5,97.0,0.0,Moderate
Afghanistan,Anar Darreh,126,Unhealthy for Sensitive Groups,PM2.5,126.0,0.0,Unhealthy (Sensitive)
Mexico,Obregon,65,Moderate,PM2.5,65.0,0.0,Moderate
Ukraine,Beryslav,38,Good,OZONE,38.0,0.0,Good
Pakistan,Lakhi,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
India,Kotturu,29,Good,OZONE,29.0,0.0,Good
Brazil,Extrema,78,Moderate,PM2.5,78.0,0.0,Moderate
Russian Federation,Narimanov,39,Good,OZONE,39.0,0.0,Good
Australia,Brisbane,31,Good,PM2.5,31.0,0.0,Good
Mexico,Ebano,91,Moderate,PM2.5,91.0,0.0,Moderate
India,Mahasamund,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
Spain,Penarroya Pueblonuevo,39,Good,PM2.5,39.0,0.0,Good
China,Sanchazi,39,Good,OZONE,39.4,0.4,Good
India,Lakhnau,457,Hazardous,PM2.5,467.0,10.0,Hazardous
France,Seclin,48,Good,PM2.5,48.0,0.0,Good
Spain,Albacete,40,Good,PM2.5,40.0,0.0,Good
Greece,Ioannina,69,Moderate,PM2.5,69.0,0.0,Moderate
Colombia,Mariquita,61,Moderate,PM2.5,61.0,0.0,Moderate
Russian Federation,Mikhaylovskoye,36,Good,OZONE,36.0,0.0,Good
Italy,Pontecorvo,41,Good,OZONE,41.0,0.0,Good
Brazil,Belem De Sao Francisco,20,Good,OZONE,20.0,0.0,Good
Germany,Aldenhoven,35,Good,PM2.5,35.0,0.0,Good
Denmark,Nyborg,36,Good,OZONE,36.0,0.0,Good
Colombia,Santander De Quilichao,62,Moderate,PM2.5,62.0,0.0,Moderate
Russian Federation,Novosilikatnyy,48,Good,PM2.5,48.0,0.0,Good
India,Odlabari,50,Good,PM2.5,50.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,PM2.5,58.0,0.0,Moderate
Italy,Brusciano,65,Moderate,OZONE,65.0,0.0,Moderate
Albania,Rreshen,71,Moderate,PM2.5,71.0,0.0,Moderate
Italy,Voghera,53,Moderate,PM2.5,53.0,0.0,Moderate
Peru,Caraz,39,Good,PM2.5,39.7,0.7,Good
Russian Federation,Mozhaysk,40,Good,PM2.5,40.0,0.0,Good
Pakistan,Pindi Bhattian,175,Unhealthy,PM2.5,175.0,0.0,Unhealthy
Malaysia,Seremban,140,Unhealthy for Sensitive Groups,PM2.5,139.9,0.1,Unhealthy (Sensitive)
Japan,Izumi,44,Good,PM2.5,44.0,0.0,Good
India,Munak,166,Unhealthy,PM2.5,166.0,0.0,Unhealthy
United States of America,Massapequa,59,Moderate,PM2.5,59.0,0.0,Moderate
Georgia,Gori,39,Good,OZONE,39.0,0.0,Good
United Kingdom of Great Britain and Northern Ireland,Paisley,25,Good,OZONE,25.0,0.0,Good
Côte d'Ivoire,Daloa,72,Moderate,PM2.5,72.0,0.0,Moderate
Nigeria,Yenagoa,164,Unhealthy,PM2.5,164.1,0.1,Unhealthy
Argentina,Campana,54,Moderate,PM2.5,54.0,0.0,Moderate
Brazil,Itapema,55,Moderate,PM2.5,55.0,0.0,Moderate
Cameroon,Bafia,77,Moderate,PM2.5,77.0,0.0,Moderate
Poland,Wadowice,72,Moderate,PM2.5,72.0,0.0,Moderate
Indonesia,Ambon,27,Good,PM2.5,27.0,0.0,Good
Switzerland,Winterthur,43,Good,PM2.5,43.0,0.0,Good
United States of America,Rochester,46,Good,PM2.5,46.0,0.0,Good
