country_name,city_name,aqi_value,aqi_category,dominant_pollutant,predicted_aqi,error,risk_level
United States of America,Saint Marys,68,Moderate,PM2.5,68.0,0.0,Moderate
Brazil,Ibirataia,30,Good,PM2.5,30.0,0.0,Good
Germany,Schwandorf,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,La Mesa,55,Moderate,PM2.5,55.0,0.0,Moderate
Zambia,Kabwe,27,Good,PM2.5,27.0,0.0,Good
Brazil,Ribeira Do Pombal,24,Good,PM2.5,24.0,0.0,Good
India,Dabra,172,Unhealthy,PM2.5,172.0,0.0,Unhealthy
India,Bahraich,91,Moderate,PM2.5,91.0,0.0,Moderate
Spain,San Sebastian De Los Reyes,61,Moderate,PM2.5,61.0,0.0,Moderate
India,Begusarai,150,Unhealthy,PM2.5,150.0,0.0,Unhealthy (Sensitive)
Germany,Raubling,65,Moderate,PM2.5,65.0,0.0,Moderate
France,Vitry Sur Seine,51,Moderate,PM2.5,51.0,0.0,Moderate
United States of America,Central Falls,47,Good,PM2.5,47.0,0.0,Good
Germany,Scharbeutz,43,Good,OZONE,43.0,0.0,Good
United States of America,Fairhope,60,Moderate,PM2.5,60.0,0.0,Moderate
India,Sholapur,97,Moderate,PM2.5,97.0,0.0,Moderate
India,Patiala,500,Hazardous,PM2.5,499.8,0.2,Hazardous
Italy,Castelvetrano,83,Moderate,PM2.5,83.0,0.0,Moderate
China,Maanshan,183,Unhealthy,PM2.5,183.5,0.5,Unhealthy
Belgium,Schilde,36,Good,PM2.5,36.0,0.0,Good
Japan,Murayama,35,Good,OZONE,35.0,0.0,Good
India,Ottappalam,72,Moderate,PM2.5,72.0,0.0,Moderate
Indonesia,Singkawang,61,Moderate,PM2.5,61.0,0.0,Moderate
Guinea-Bissau,Bafata,109,Unhealthy for Sensitive Groups,PM2.5,109.0,0.0,Unhealthy (Sensitive)
United States of America,Wyandotte,61,Moderate,PM2.5,61.0,0.0,Moderate
China,Huwei,66,Moderate,OZONE,66.0,0.0,Moderate
France,Rive De Gier,39,Good,PM2.5,39.0,0.0,Good
United States of America,Egypt Lake Leto,72,Moderate,PM2.5,72.0,0.0,Moderate
Brazil,Moncao,30,Good,PM2.5,30.0,0.0,Good
United States of America,Dedham,47,Good,PM2.5,47.0,0.0,Good
Romania,Onesti,37,Good,OZONE,37.0,0.0,Good
United States of America,Elkton,39,Good,PM2.5,39.0,0.0,Good
United States of America,Farmington,44,Good,PM2.5,44.0,0.0,Good
United States of America,Fishers,67,Moderate,PM2.5,67.0,0.0,Moderate
Germany,Julich,33,Good,PM2.5,33.0,0.0,Good
Netherlands,Heusden,39,Good,PM2.5,39.0,0.0,Good
India,Kottayam,79,Moderate,PM2.5,79.0,0.0,Moderate
Italy,Viadana,64,Moderate,PM2.5,64.0,0.0,Moderate
China,Taonan,65,Moderate,OZONE,65.0,0.0,Moderate
Viet Nam,Ca Mau,50,Good,PM2.5,50.0,0.0,Good
Sweden,Trelleborg,38,Good,OZONE,38.0,0.0,Good
United States of America,Cicero,50,Good,PM2.5,50.0,0.0,Good
India,Ratnagiri,74,Moderate,PM2.5,74.0,0.0,Moderate
Brazil,Lavras Da Mangabeira,37,Good,PM2.5,37.0,0.0,Good
Italy,Chieti,55,Moderate,PM2.5,55.0,0.0,Moderate
Italy,Bologna,45,Good,PM2.5,45.0,0.0,Good
Israel,Bet Shemesh,78,Moderate,PM2.5,78.0,0.0,Moderate
Cuba,Batabano,51,Moderate,PM2.5,51.0,0.0,Moderate
Portugal,Vilar Do Paraiso,29,Good,OZONE,29.0,0.0,Good
Japan,Kamagaya,40,Good,PM2.5,40.0,0.0,Good
China,Caohai,51,Moderate,PM2.5,51.0,0.0,Moderate
Spain,Illora,41,Good,OZONE,41.0,0.0,Good
Russian Federation,Novosibirsk,42,Good,OZONE,42.0,0.0,Good
Mexico,Pochutla,52,Moderate,PM2.5,52.0,0.0,Moderate
Brazil,Aparecida Do Taboado,28,Good,PM2.5,28.0,0.0,Good
Belgium,Willebroek,50,Good,PM2.5,50.0,0.0,Good
India,Calcutta,195,Unhealthy,PM2.5,194.9,0.1,Unhealthy
France,Saint Genis Laval,38,Good,PM2.5,38.0,0.0,Good
Spain,Mejorada Del Campo,43,Good,OZONE,43.0,0.0,Good
India,Lalganj,204,Very Unhealthy,PM2.5,204.2,0.2,Very Unhealthy
India,Viramgam,164,Unhealthy,PM2.5,164.0,0.0,Unhealthy
Romania,Carei,64,Moderate,PM2.5,64.0,0.0,Moderate
Malta,Hamrun,40,Good,OZONE,40.0,0.0,Good
India,Shamsabad,500,Hazardous,PM2.5,499.8,0.2,Hazardous
Central African Republic,Rafai,65,Moderate,PM2.5,65.0,0.0,Moderate
Netherlands,Haaren,41,Good,PM2.5,41.0,0.0,Good
Mexico,Chignahuapan,173,Unhealthy,PM2.5,173.1,0.1,Unhealthy
Brazil,Guaramirim,72,Moderate,PM2.5,72.0,0.0,Moderate
Nigeria,Ilawe,124,Unhealthy for Sensitive Groups,PM2.5,124.1,0.1,Unhealthy (Sensitive)
United States of America,Greenwich,58,Moderate,PM2.5,58.0,0.0,Moderate
Viet Nam,Son La,21,Good,PM2.5,21.0,0.0,Good
Thailand,Nakhon Sawan,21,Good,OZONE,21.0,0.0,Good
Colombia,El Bordo,39,Good,PM2.5,39.0,0.0,Good
Iran (Islamic Republic of),Qarchak,157,Unhealthy,OZONE,156.9,0.1,Unhealthy
Colombia,Ubate,53,Moderate,PM2.5,53.0,0.0,Moderate
Japan,Hirara,42,Good,OZONE,42.0,0.0,Good
Croatia,Metkovic,68,Moderate,PM2.5,68.0,0.0,Moderate
Chile,Yumbel,45,Good,PM2.5,45.0,0.0,Good
India,Guskhara,160,Unhealthy,PM2.5,160.0,0.0,Unhealthy
Brazil,Manhuacu,37,Good,PM2.5,37.0,0.0,Good
Colombia,Los Palmitos,66,Moderate,PM2.5,66.0,0.0,Moderate
Peru,Huaraz,9,Good,OZONE,9.0,0.0,Good
India,Barsi,100,Unhealthy for Sensitive Groups,PM2.5,100.0,0.0,Moderate
India,Mavur,66,Moderate,PM2.5,66.0,0.0,Moderate
Madagascar,Ambositra,20,Good,OZONE,20.1,0.1,Good
Germany,Demmin,35,Good,OZONE,35.0,0.0,Good
Bolivia (Plurinational State of),El Torno,6,Good,PM2.5,8.8,2.8,Good
Bosnia and Herzegovina,Kakanj,50,Good,PM2.5,50.0,0.0,Good
Russian Federation,Staroshcherbinovskaya,41,Good,OZONE,41.0,0.0,Good
Hungary,Gyula,52,Moderate,PM2.5,52.0,0.0,Moderate
Kenya,Maralal,60,Moderate,PM2.5,60.0,0.0,Moderate
Chile,La Serena,74,Moderate,PM2.5,74.0,0.0,Moderate
Russian Federation,Nefteyugansk,49,Good,PM2.5,49.0,0.0,Good
Ghana,Yendi,50,Good,PM2.5,50.0,0.0,Good
Pakistan,Khuzdar,151,Unhealthy,PM2.5,151.0,0.0,Unhealthy
Poland,Miechow,65,Moderate,PM2.5,65.0,0.0,Moderate
Sri Lanka,Kegalla,60,Moderate,PM2.5,60.0,0.0,Moderate
Spain,Osuna,30,Good,PM2.5,30.0,0.0,Good
Brazil,Fortaleza,25,Good,PM2.5,25.0,0.0,Good
United States of America,Kelso,39,Good,PM2.5,39.0,0.0,Good
Israel,Qiryat Gat,80,Moderate,PM2.5,80.0,0.0,Moderate
France,Pierre Benite,69,Moderate,PM2.5,69.0,0.0,Moderate
Czechia,Varnsdorf,30,Good,PM2.5,30.0,0.0,Good
Niger,Agadez,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
Indonesia,Bulakamba,83,Moderate,PM2.5,83.0,0.0,Moderate
Netherlands,Amsterdam,38,Good,OZONE,38.0,0.0,Good
India,Vadamadurai,60,Moderate,PM2.5,60.0,0.0,Moderate
Chile,Nueva Imperial,61,Moderate,PM2.5,61.0,0.0,Moderate
United States of America,Mountain View,63,Moderate,PM2.5,63.0,0.0,Moderate
Brazil,Leticia,14,Good,PM2.5,14.2,0.2,Good
Ukraine,Kalanchak,41,Good,PM2.5,41.0,0.0,Good
Russian Federation,Mendeleyevsk,46,Good,PM2.5,46.0,0.0,Good
Brazil,Paraisopolis,58,Moderate,PM2.5,58.0,0.0,Moderate
Spain,Castro Urdiales,41,Good,OZONE,41.0,0.0,Good
India,Maharajganj,169,Unhealthy,PM2.5,169.0,0.0,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Failsworth,30,Good,PM2.5,30.0,0.0,Good
United Republic of Tanzania,Tunduma,22,Good,OZONE,22.0,0.0,Good
Russian Federation,Sholokhovskiy,38,Good,OZONE,38.0,0.0,Good
Italy,Vecchiano,80,Moderate,OZONE,80.3,0.3,Moderate
United States of America,Benton,74,Moderate,PM2.5,74.0,0.0,Moderate
India,Balaghat,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
,Bata,60,Moderate,PM2.5,60.0,0.0,Moderate
Azerbaijan,Xudat,39,Good,PM2.5,39.0,0.0,Good
Pakistan,Sodhra,162,Unhealthy,PM2.5,162.1,0.1,Unhealthy
Philippines,Panacan,14,Good,OZONE,14.0,0.0,Good
France,Grenoble,50,Good,OZONE,50.0,0.0,Good
Thailand,Phichit,26,Good,PM2.5,26.0,0.0,Good
Colombia,Ariguani,80,Moderate,PM2.5,80.0,0.0,Moderate
Russian Federation,Zherdevka,37,Good,PM2.5,37.0,0.0,Good
Pakistan,Tangi,83,Moderate,OZONE,82.7,0.3,Moderate
Bulgaria,Silistra,47,Good,PM2.5,47.0,0.0,Good
United States of America,Grandville,47,Good,PM2.5,47.0,0.0,Good
India,Sattenapalle,77,Moderate,PM2.5,77.0,0.0,Moderate
Russian Federation,Velikiy Ustyug,34,Good,OZONE,34.0,0.0,Good
Belgium,Gembloux,55,Moderate,PM2.5,55.0,0.0,Moderate
Russian Federation,Buy,21,Good,OZONE,21.0,0.0,Good
Romania,Urziceni,40,Good,OZONE,40.0,0.0,Good
Thailand,Ubon Ratchathani,46,Good,PM2.5,46.0,0.0,Good
Germany,Wittstock,38,Good,OZONE,38.0,0.0,Good
India,Thana,154,Unhealthy,PM2.5,154.0,0.0,Unhealthy
Colombia,Supia,82,Moderate,PM2.5,82.0,0.0,Moderate
Japan,Kitakyushu,49,Good,OZONE,49.0,0.0,Good
China,Liaocheng,184,Unhealthy,PM2.5,184.1,0.1,Unhealthy
Lithuania,Kretinga,34,Good,OZONE,34.0,0.0,Good
Spain,Los Llanos De Aridane,36,Good,OZONE,36.0,0.0,Good
Russian Federation,Elektrostal,41,Good,PM2.5,41.0,0.0,Good
United States of America,Mineral Wells,59,Moderate,PM2.5,59.0,0.0,Moderate
United Republic of Tanzania,Msowero,38,Good,PM2.5,38.0,0.0,Good
India,Srivilliputtur,50,Good,PM2.5,50.0,0.0,Good
Paraguay,Fernando De La Mora,59,Moderate,PM2.5,59.0,0.0,Moderate
United States of America,Olympia Heights,91,Moderate,PM2.5,91.0,0.0,Moderate
Indonesia,Juwana,90,Moderate,PM2.5,90.0,0.0,Moderate
India,Aduturai,56,Moderate,PM2.5,56.0,0.0,Moderate
United States of America,Pontiac,77,Moderate,PM2.5,77.0,0.0,Moderate
Sweden,Avesta,50,Good,PM2.5,50.0,0.0,Good
Pakistan,Basirpur,168,Unhealthy,PM2.5,168.2,0.2,Unhealthy
Canada,Milton,79,Moderate,PM2.5,79.0,0.0,Moderate
,Permatang Kuching,76,Moderate,PM2.5,76.0,0.0,Moderate
United States of America,Brookline,48,Good,PM2.5,48.0,0.0,Good
United States of America,Cooper City,152,Unhealthy,PM2.5,152.0,0.0,Unhealthy
United States of America,Utica,43,Good,OZONE,43.0,0.0,Good
United States of America,New Orleans,60,Moderate,PM2.5,60.0,0.0,Moderate
France,Mouvaux,46,Good,PM2.5,46.0,0.0,Good
Germany,Haan,54,Moderate,PM2.5,54.0,0.0,Moderate
India,Srinivaspur,60,Moderate,PM2.5,60.0,0.0,Moderate
Denmark,Haslev,36,Good,PM2.5,36.0,0.0,Good
India,Khammam,112,Unhealthy for Sensitive Groups,PM2.5,112.0,0.0,Unhealthy (Sensitive)
Poland,Deblin,44,Good,OZONE,44.0,0.0,Good
United States of America,Danvers,40,Good,PM2.5,40.0,0.0,Good
Portugal,Oliveira Do Douro,41,Good,OZONE,41.0,0.0,Good
Zimbabwe,Chiredzi,36,Good,PM2.5,36.0,0.0,Good
Aruba,Oranjestad,163,Unhealthy,PM2.5,163.0,0.0,Unhealthy
United States of America,North Potomac,50,Good,OZONE,50.0,0.0,Good
Austria,Amstetten,50,Good,PM2.5,50.0,0.0,Good
India,Akhnur,115,Unhealthy for Sensitive Groups,OZONE,114.9,0.1,Unhealthy (Sensitive)
Germany,Pfungstadt,31,Good,OZONE,31.0,0.0,Good
Ethiopia,Hagere Hiywet,54,Moderate,PM2.5,54.0,0.0,Moderate
Peru,Tarma,15,Good,PM2.5,14.5,0.5,Good
Italy,Rosignano Marittimo,40,Good,OZONE,40.0,0.0,Good
Belgium,Koksijde,41,Good,PM2.5,41.0,0.0,Good
Australia,Singleton,31,Good,PM2.5,31.0,0.0,Good
France,Denain,59,Moderate,PM2.5,59.0,0.0,Moderate
Thailand,Kabin Buri,58,Moderate,PM2.5,58.0,0.0,Moderate
India,Sidhi,162,Unhealthy,OZONE,161.9,0.1,Unhealthy
Iran (Islamic Republic of),Meybod,167,Unhealthy,PM2.5,167.0,0.0,Unhealthy
India,Sachin,144,Unhealthy for Sensitive Groups,PM2.5,144.1,0.1,Unhealthy (Sensitive)
Russian Federation,Zhirnovsk,44,Good,OZONE,44.0,0.0,Good
Japan,Inagi,78,Moderate,OZONE,78.0,0.0,Moderate
Germany,Osterholz Scharmbeck,32,Good,PM2.5,32.0,0.0,Good
Italy,Monterotondo,50,Good,PM2.5,50.0,0.0,Good
Greece,Kiato,81,Moderate,PM2.5,81.0,0.0,Moderate
Philippines,Ormoc,62,Moderate,PM2.5,62.0,0.0,Moderate
United States of America,Saraland,31,Good,PM2.5,31.0,0.0,Good
Italy,Maniago,76,Moderate,PM2.5,76.0,0.0,Moderate
Germany,Marburg,30,Good,PM2.5,30.0,0.0,Good
Germany,Passau,28,Good,OZONE,28.0,0.0,Good
Azerbaijan,Goycay,53,Moderate,PM2.5,53.0,0.0,Moderate
Germany,Wipperfurth,61,Moderate,PM2.5,61.0,0.0,Moderate
Israel,Ramla,86,Moderate,PM2.5,86.0,0.0,Moderate
United States of America,Jonesboro,63,Moderate,PM2.5,63.0,0.0,Moderate
Republic of Moldova,Briceni,54,Moderate,PM2.5,54.0,0.0,Moderate
France,Luce,74,Moderate,PM2.5,74.0,0.0,Moderate
Italy,Nocera Inferiore,50,Good,PM2.5,50.0,0.0,Good
India,Makrana,202,Very Unhealthy,PM2.5,202.1,0.1,Very Unhealthy
Germany,Damme,34,Good,OZONE,34.0,0.0,Good
Poland,Bytow,34,Good,OZONE,34.0,0.0,Good
Japan,Daigo,56,Moderate,PM2.5,56.0,0.0,Moderate
Pakistan,Dullewala,181,Unhealthy,PM2.5,181.0,0.0,Unhealthy
United States of America,Portland,48,Good,OZONE,48.0,0.0,Good
Japan,Kuroiso,66,Moderate,PM2.5,66.0,0.0,Moderate
Poland,Krotoszyn,55,Moderate,PM2.5,55.0,0.0,Moderate
United States of America,South Lyon,87,Moderate,PM2.5,87.0,0.0,Moderate
Brazil,Andira,53,Moderate,PM2.5,53.0,0.0,Moderate
Colombia,Andalucia,56,Moderate,PM2.5,56.0,0.0,Moderate
Romania,Bailesti,40,Good,PM2.5,40.0,0.0,Good
China,Dancheng,145,Unhealthy for Sensitive Groups,OZONE,143.7,1.3,Unhealthy (Sensitive)
Brazil,Terra Roxa,19,Good,PM2.5,18.8,0.2,Good
Japan,Chofu,84,Moderate,PM2.5,84.0,0.0,Moderate
